label	x	x	SentenceA	SentenceB
0	x	x	The rooms are not big though it was ok for us The hotel itself is also small more like boutique hotel Breakfast room was on the 1 floor and thus had no windows and was too tiny On the whole it is a good place to stay for a few nights but costs a bit too much	good costs
1	x	x	modern installations Staff could not do enough for us Staff also are uniformed in excellent attire Free applesand bottled water Would not hesitate to stay there again	modern installations
1	x	x	it s superb the ferry runs every few minutes it s just outside central station and the otherside it s a 1 min walk to the hotel This location gets you out of all the mayhem with a simply brilliant view of the river and we sat and people watched The Sir Adam is a vibrant but modern and excellent place to unwind after a day of sight	simply brilliant view of the river
0	x	x	Brilliant location with well appointed and comfortable rooms Friendly and helpful team and wonderful breakfast the on tap drinks and snacks are a real bonus too	wonderful team
1	x	x	Ideal location Very comfortable and clean Bed was sooo	clean Bed
1	x	x	and I had a great time	great time
0	x	x	Decent room and good confortable bed Location is very good not too central not too far away from the most busy streets	good confortable Location
1	x	x	The area although a little far away was beautiful and located near the tram line and park	located near tram line
1	x	x	The room is spacious and well organized Tramway is 2 minutes walking distance	2 minutes walking distance Tramway
1	x	x	In the staff guy named ZHO he was very friendly and nice	very friendly staff guy
0	x	x	Informative service about good bus schedules Free wi fi	good service
1	x	x	The restaurant bar decor is quite nice the room is comfortable and we got a nice view to the canal	quite nice restaurant bar decor
0	x	x	Friendly staff excellent location for couples nice ammenities great breakfast Perfect	nice location
0	x	x	Spent there 2 nights fast and warm check in Was very supportive and explained to us were and how to go to areas to visit Charged Car park is available Smoking room also available Nice view from the rooms and all facilities available Room size is small but it is ok Tram is few minutes from the hotel Also easy to walk to the DAM square where you can see many shops and restaurants on the way	available view
0	x	x	Great big bed truly polite and helpful staff bathtub a nice extra Hotel shuttle from airport and a flexible checkin time	nice extra staff
1	x	x	It s clean and comfortable with good sized rooms The food is okay although not outstanding	good sized rooms
1	x	x	Location cleanliness nice washrooms	nice washrooms
1	x	x	Close to subway	Close to subway
1	x	x	The service location reception staff were rude	rude reception staff
0	x	x	Waited one hour for an order while 90 percent of restaurant was empty Staff indifferent and sloppy Hotel room doors	one hour Staff
1	x	x	Nice Hotel with beautiful view Big Room upgraded to suite Quiet and relaxing	Big Room
1	x	x	Good Room in front of canal and perfect position few minutes walk from Miseum Place and Market s Flowets	perfect position
1	x	x	Decent room and good confortable bed Location is very good not too central not too far away from the most busy streets	good confortable bed
1	x	x	To far from the center of the town	To far from center of the town
1	x	x	Very clean spacious room Excellent facilities staffs were very kind and helpful The hotel is close to zuid station Silent environment	Excellent facilities
1	x	x	One stop on train from city centre Clean and comfortable with excellent room facilities Very helpful staff	Very helpful staff
1	x	x	The breakfast in the morning was really excellent and the staff were so efficient and friendly Everything we needed in a room was there good amenities good housekeeping The front desk personnel were also great	so efficient staff
1	x	x	Free car park Hotel very quiet and well located Charming and helpful staff members	very quiet Hotel
1	x	x	Friendly staff comfortable bed great location in the middle of the Dam good room service they make you feel very welcome with friendly messages chocolates on the bed and a pillow menu	comfortable bed
0	x	x	Excellent hotel Bed we so comfortable Location great And very clean and friendly	comfortable hotel
0	x	x	Good sized comfortable rooms with all we needed for our stay Nice lounge and bar areas Staff on bar and concierge were very friendly and helpful	Nice Staff
0	x	x	The room was very small and the bathroom door was weirdly missing the necessary hole for the latch to go in	very small bathroom door
1	x	x	It was like the luxurious version of A Little Princess attic The sink was inside the room I could barely walk between the window and the bed the wardrobe didn t even have drawers the mini bar didn t even have snacks I didn t even know where to put my suitcase The bathroom didn t have heating which was ok because it wasn t too cold outside	didn t have heating bathroom
